id,value,feed_id,created_at,lat,lon,ele
OEK3727E7R34NQK590DN79TRHA,14.03,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,35.42,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,32.91,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,17.65,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,24.86,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,23.48,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,29.55,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,33.66,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,12.82,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,10.85,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,35.07,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,22.98,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,32.87,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,10.06,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,23.36,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,31.65,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,16.86,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,38.36,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,37.04,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,10.92,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,10.76,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,26.24,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,38.17,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,21.44,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,16.50,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,22.66,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,10.87,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,16.65,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,23.14,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,24.87,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,16.99,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,16.93,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,16.56,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,23.79,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,18.69,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,10.64,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,35.13,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,26.69,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,29.27,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,15.58,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,39.78,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,35.80,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,13.63,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,19.98,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,31.64,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,31.34,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,38.09,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,22.66,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,34.90,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,30.11,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,19.10,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,27.63,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,36.47,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,35.39,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,25.16,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,27.67,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,11.04,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,17.28,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,33.92,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,22.43,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,15.19,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,26.46,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,31.09,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,30.23,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,21.24,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,23.17,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,25.25,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,33.35,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,25.63,1431472,2023-11-25 18:13:46 UTC
OEK3727E7R34NQK590DN79TRHA,21.80,1431472,2023-11-25 18:13:46 UTC
